Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Hans Lienhart	Male	1960	1984 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Austria	11		Austria
Hans Lienhart	Male	1960	1988 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		34		Austria
Hans Lienhart	Male	1960	1988 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Austria	16		Austria
Hans Lienhart	Male	1960	1988 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Austria	16 r1/4		Austria
Jānis Līvens	Male	1884	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Russia
Jānis Līvens	Male	1884	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Russia	AC		Russia
Valery Likhachov	Male	1947	1972 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		34		Soviet Union
Valery Likhachov	Male	1947	1972 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Soviet Union	1	Gold	Soviet Union
Sucheep Likittay	Male	1952	1976 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Thailand	25		Thailand
Søren Lilholt	Male	1965	1984 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Denmark
Søren Lilholt	Male	1965	1984 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Denmark	7		Denmark
Simon Lillistone	Male	1969	1988 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Great Britain	13 r1/4		Great Britain
Simon Lillistone	Male	1969	1992 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		18		Great Britain
José Carlos de Lima	Male	1955	1980 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Brazil
José Carlos de Lima	Male	1955	1980 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Brazil	11		Brazil
Víctor Limba	Male	1947	1972 Summer Olympics	Cycling Track (Cycling)	Sprint, Men	Olympic		AC h9 r2/10		Argentina
Felipe Liñán Saldaña	Male	1931	1956 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Mexico
Felipe Liñán Saldaña	Male	1931	1956 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Mexico	AC		Mexico
Tauno Lindgren	Male	1911	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Finland
Karl Link	Male	1942	1964 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Germany	1	Gold	Germany
Karl Link	Male	1942	1968 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	West Germany	2	Silver	West Germany
Olavi Linnonmaa	Male	1920	1952 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Ensio Nieminen	2 h1 r2/5		Finland
Pascal Lino	Male	1966	1988 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	France	4		France
Pascal Lino	Male	1966	1988 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		7		France
Miroslav Lipták	Male	1968	1992 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Czechoslovakia	8		Czechoslovakia
Miroslav Lipták	Male	1968	1996 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Slovakia
Miroslav Lipták	Male	1968	1996 Summer Olympics	Cycling Road (Cycling)	Individual Time Trial, Men	Olympic		31		Slovakia
Lucjan Lis	Male	1950	1972 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		36		Poland
Lucjan Lis	Male	1950	1972 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Poland	2	Silver	Poland
István Liszkay	Male	1912	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		=16		Hungary
István Liszkay	Male	1912	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Hungary	AC		Hungary
István Liszkay	Male	1912	1936 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Hungary	7		Hungary
Liu Fu	Male	1957	1984 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	People's Republic of China	21		People's Republic of China
Liu Hong	Male	1969	1988 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		53		People's Republic of China
Liu Hong	Male	1969	1988 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	People's Republic of China	17		People's Republic of China
Liu Cheng-Tao	Male	1937	1968 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Taiwan
Liu Cheng-Tao	Male	1937	1968 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Taiwan	29		Taiwan
Bobby Livingston	Male	1965	1988 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		14		United States
Inocente Lizano	Male	1940	1968 Summer Olympics	Cycling Track (Cycling)	Individual Pursuit, 4,000 metres, Men	Olympic		AC r1/4		Cuba
Inocente Lizano	Male	1940	1968 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Cuba	1 h2 r1/4		Cuba
Stjepan Ljubić	Male	1906	1928 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		48		Yugoslavia
Stjepan Ljubić	Male	1906	1928 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Yugoslavia	12		Yugoslavia
Sergio Llamazares	Male	1965	1988 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Argentina	17 r1/4		Argentina
Joan Llaneras	Male	1969	1996 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Spain	5		Spain
Joan Llaneras	Male	1969	1996 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		6		Spain
Joan Llaneras	Male	1969	2000 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		1	Gold	Spain
Joan Llaneras	Male	1969	2000 Summer Olympics	Cycling Track (Cycling)	Madison, Men	Olympic	Isaac Gálvez	13		Spain
Joan Llaneras	Male	1969	2004 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		2	Silver	Spain
Joan Llaneras	Male	1969	2004 Summer Olympics	Cycling Track (Cycling)	Madison, Men	Olympic	Miguel Alzamora	6		Spain
Joan Llaneras	Male	1969	2008 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		1	Gold	Spain
Joan Llaneras	Male	1969	2008 Summer Olympics	Cycling Track (Cycling)	Madison, Men	Olympic	Toni Tauler	2	Silver	Spain
Hernán Llerena	Male	1928	1948 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Peru
Hernán Llerena	Male	1928	1948 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Peru	AC		Peru
Neil Lloyd	Male	1966	1988 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		30		Antigua and Barbuda
Neil Lloyd	Male	1966	1988 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		AC h2 r1/2		Antigua and Barbuda
Neil Lloyd	Male	1966	1992 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Antigua and Barbuda
Neil Lloyd	Male	1966	1992 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		31		Antigua and Barbuda
Neil Lloyd	Male	1966	1992 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		AC h1 r1/2		Antigua and Barbuda
Dave Lloyd	Male	1949	1972 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Great Britain
Dave Lloyd	Male	1949	1972 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Great Britain	14		Great Britain
Bruno Loatti	Male	1915	1936 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Carlo Legutti	4		Italy
Harry Lodge	Male	1967	1988 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Great Britain	20		Great Britain
Leijn Loevesijn	Male	1949	1968 Summer Olympics	Cycling Track (Cycling)	Sprint, Men	Olympic		=5		Netherlands
Leijn Loevesijn	Male	1949	1968 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		6		Netherlands
Leijn Loevesijn	Male	1949	1968 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Jan Jansen	2	Silver	Netherlands
Al Loftes	Male	1890	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		11		United States
Al Loftes	Male	1890	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	United States	3	Bronze	United States
Buster Logan	Male	1914	1936 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Al Sellinger	=5		United States
Buster Logan	Male	1914	1936 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	United States	11		United States
Viktor Logunov	Male	1944	1964 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		9		Soviet Union
Viktor Logunov	Male	1944	1964 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Imants Bodnieks	2	Silver	Soviet Union
Oleg Logvin	Male	1959	1980 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Soviet Union	1	Gold	Soviet Union
Luboš Lom	Male	1965	1988 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		61		Czechoslovakia
Luboš Lom	Male	1965	1988 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		23		Czechoslovakia
Giovanni Lombardi	Male	1969	1988 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		11		Italy
Giovanni Lombardi	Male	1969	1992 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Italy	4		Italy
Giovanni Lombardi	Male	1969	1992 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		1	Gold	Italy
Declan Lonergan	Male	1969	1996 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		22		Ireland
Peter Longbottom	Male	1959	1992 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Great Britain	14		Great Britain
Miloslav Loos	Male	1914	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Czechoslovakia
Miloslav Loos	Male	1914	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Czechoslovakia	AC		Czechoslovakia
Ivanir Lopes	Male	1971	1996 Summer Olympics	Cycling Mountain Bike (Cycling)	Mountainbike, Cross-Country, Men	Olympic		35		Brazil
Pedro Lopes	Male	1975	1996 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		48		Portugal
José López	Male	1910	1928 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		21		Argentina
José López	Male	1910	1928 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Argentina	8		Argentina
Luis López	Male		1948 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Uruguay
Luis López	Male		1948 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Uruguay	AC		Uruguay
Felipe López	Male	1969	1996 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Guatemala
Esteban López	Male	1974	1992 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Colombia	18		Colombia
Yovani López	Male	1975	1996 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Colombia	17		Colombia
Hernán López	Male	1973	1992 Summer Olympics	Cycling Track (Cycling)	Individual Pursuit, 4,000 metres, Men	Olympic		AC r1/4		Argentina
Moisés López	Male	1940	1964 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Mexico
Moisés López	Male	1940	1964 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Mexico	17		Mexico
José Manuel López	Male	1940	1964 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		5		Spain
José Manuel López	Male	1940	1964 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Spain	8		Spain
Carl Lorenz	Male	1913	1936 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Ernst Ihbe	1	Gold	Germany
Gino Lori	Male	1956	1976 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Italy	11		Italy
Josef Lošek	Male	1912	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		=16		Czechoslovakia
Josef Lošek	Male	1912	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Czechoslovakia	AC		Czechoslovakia
René Lotz	Male	1938	1960 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Netherlands
René Lotz	Male	1938	1960 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Netherlands	4		Netherlands
Éric Louvel	Male	1962	1984 Summer Olympics	Cycling Track (Cycling)	Individual Pursuit, 4,000 metres, Men	Olympic		25 r1/5		France
Éric Louvel	Male	1962	1984 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	France	6		France
Éric Louvel	Male	1962	1984 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		AC r2/2		France
Jocelyn Lovell	Male	1950	1968 Summer Olympics	Cycling Track (Cycling)	Sprint, Men	Olympic		2 h8 r4/10		Canada
Jocelyn Lovell	Male	1950	1968 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		7		Canada
Jocelyn Lovell	Male	1950	1972 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		15		Canada
Jocelyn Lovell	Male	1950	1972 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Canada	19 r1/4		Canada
Jocelyn Lovell	Male	1950	1976 Summer Olympics	Cycling Track (Cycling)	1,000 metres Time Trial, Men	Olympic		13		Canada
Jocelyn Lovell	Male	1950	1976 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Canada	11 r1/4		Canada
Loverdos	Male		1896 Summer Olympics	Cycling Track (Cycling)	12-Hours Race, Men	Olympic		AC		Greece
José Lovito	Male	1970	1992 Summer Olympics	Cycling Track (Cycling)	Sprint, Men	Olympic		6		Argentina
Jef Lowagie	Male	1903	1928 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		13		Belgium
Jef Lowagie	Male	1903	1928 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Belgium	5		Belgium
Jef Lowagie	Male	1903	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Belgium
Jef Lowagie	Male	1903	1936 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Belgium	3	Bronze	Belgium
William Lower	Male		1908 Summer Olympics	Cycling Track (Cycling)	20 kilometres, Men	Olympic		AC h4 r1/2		Great Britain
Francisco Lozano	Male	1932	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Mexico
Francisco Lozano	Male	1932	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Mexico	AC		Mexico
Francisco Lozano	Male	1932	1956 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Mexico
Francisco Lozano	Male	1932	1956 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Mexico	AC		Mexico
Noel Luces	Male	1948	1968 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Trinidad and Tobago	2 h4 r1/4		Trinidad and Tobago
Jürg Luchs	Male	1956	1980 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		48		Switzerland
Jürg Luchs	Male	1956	1980 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Switzerland	14		Switzerland
Ben Luckwell	Male	1966	1988 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Great Britain	20		Great Britain
Roger Ludwig	Male	1933	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		14		Luxembourg
Roger Ludwig	Male	1933	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Luxembourg	7		Luxembourg
Olaf Ludwig	Male	1960	1980 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		32		East Germany
Olaf Ludwig	Male	1960	1980 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	East Germany	2	Silver	East Germany
Olaf Ludwig	Male	1960	1988 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		1	Gold	East Germany
Olaf Ludwig	Male	1960	1988 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		14		East Germany
Olaf Ludwig	Male	1960	1996 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		16		Germany
Otto Luedeke	Male	1916	1932 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		26		United States
Otto Luedeke	Male	1916	1932 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	United States	6		United States
Jørn Lund	Male	1944	1972 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Denmark	11		Denmark
Jørn Lund	Male	1944	1976 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Denmark	3	Bronze	Denmark
Sigge Lundberg	Male	1895	1920 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		22		Sweden
Sigge Lundberg	Male	1895	1920 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Sweden	2	Silver	Sweden
Arnold Lundgren	Male	1899	1920 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		17		Denmark
Arnold Lundgren	Male	1899	1920 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Denmark	4		Denmark
John Lundgren	Male	1940	1960 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Denmark	=5		Denmark
Yngve Lundh	Male	1924	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		16		Sweden
Yngve Lundh	Male	1924	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Sweden	4		Sweden
Carl Lundquist	Male	1891	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Sweden
Carl Lundquist	Male	1891	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Sweden	1	Gold	Sweden
Remigijus Lupeikis	Male	1968	1996 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		95		Lithuania
Remigijus Lupeikis	Male	1968	1996 Summer Olympics	Cycling Road (Cycling)	Individual Time Trial, Men	Olympic		28		Lithuania
Remigijus Lupeikis	Male	1968	1996 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Lithuania	11		Lithuania
Remigijus Lupeikis	Male	1968	1996 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		13		Lithuania
Remigijus Lupeikis	Male	1968	2000 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Lithuania
Jorge Luque	Male		1956 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Colombia
Jorge Luque	Male		1956 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Colombia	8		Colombia
Fausto Lurati	Male	1929	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		50		Switzerland
Fausto Lurati	Male	1929	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Switzerland	9		Switzerland
Mario Lusiani	Male	1903	1928 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Italy	1	Gold	Italy
Hans Lüthi	Male	1939	1964 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		16		Switzerland
Hans Lüthi	Male	1939	1964 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Switzerland	16		Switzerland
Peter Luttenberger	Male	1972	1992 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		29		Austria
Peter Luttenberger	Male	1972	1996 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		81		Austria
Georges Lutz	Male	1884	1908 Summer Olympics	Cycling Track (Cycling)	20 kilometres, Men	Olympic		4 h2 r1/2		France
Georges Lutz	Male	1884	1908 Summer Olympics	Cycling Track (Cycling)	100 kilometres, Men	Olympic		AC r2/2		France
Hans Lutz	Male	1949	1972 Summer Olympics	Cycling Track (Cycling)	Individual Pursuit, 4,000 metres, Men	Olympic		3	Bronze	West Germany
Hans Lutz	Male	1949	1976 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	West Germany	1	Gold	West Germany
Lưu Quan	Male	1925	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		47		South Vietnam
Lưu Quan	Male	1925	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	South Vietnam	AC		South Vietnam
Luvsangiin Buudai	Male	1940	1964 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		103		Mongolia
Luvsangiin Buudai	Male	1940	1964 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Mongolia	23		Mongolia
Luvsangiin Erkhemjamts	Male	1943	1964 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		85		Mongolia
Luvsangiin Erkhemjamts	Male	1943	1964 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Mongolia	23		Mongolia
Brian Lyn	Male	1961	1984 Summer Olympics	Cycling Track (Cycling)	Sprint, Men	Olympic		2 h1 r3/11		Antigua and Barbuda
Michael Lynch	Male	1963	1984 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		55		Australia
Michael Lynch	Male	1963	1984 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Australia	15		Australia
Vincent Lynch	Male	1968	1988 Summer Olympics	Cycling Track (Cycling)	Sprint, Men	Olympic		4 h4 r2/7		Barbados
Ed Lynch	Male	1929	1948 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		United States
Ed Lynch	Male	1929	1948 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	United States	AC		United States
Neil Lyster	Male	1947	1968 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	New Zealand	23		New Zealand
Neil Lyster	Male	1947	1972 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	New Zealand	14 r1/4		New Zealand
Carl Lüthje	Male	1883	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		79		Germany
Carl Lüthje	Male	1883	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Germany	6		Germany
Jari Lähde	Male	1963	1988 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		37		Finland
Algot Lönn	Male	1887	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		10		Sweden
Algot Lönn	Male	1887	1912 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Sweden	1	Gold	Sweden
Günter Lörke	Male	1935	1960 Summer Olympics	Cycling Road (Cycling)	100 kilometres Team Time Trial, Men	Olympic	Germany	2	Silver	Germany
Hugo Machado	Male	1923	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		39		Uruguay
Hugo Machado	Male	1923	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Uruguay	13		Uruguay
Václav Machek	Male	1925	1956 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Ladislav Fouček	2	Silver	Czechoslovakia
Yoichi Machishima	Male	1954	1976 Summer Olympics	Cycling Track (Cycling)	Individual Pursuit, 4,000 metres, Men	Olympic		15		Japan
Yoichi Machishima	Male	1954	1976 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Japan	14 r1/4		Japan
Ed McRae	Male	1953	1972 Summer Olympics	Cycling Track (Cycling)	Sprint, Men	Olympic		3 h7 r4/10		Canada
Ed McRae	Male	1953	1972 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Canada	19 r1/4		Canada
Hideo Madarame	Male	1944	1964 Summer Olympics	Cycling Track (Cycling)	Tandem Sprint, 2,000 metres, Men	Olympic	Toshimitsu Teshima	3 h1 r2/5		Japan
Makio Madarame	Male	1972	1992 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Japan	15		Japan
Marc Madiot	Male	1959	1980 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		9		France
Mohamed Madkour	Male		1924 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		46		Egypt
Mohamed Madkour	Male		1924 Summer Olympics	Cycling Track (Cycling)	50 kilometres, Men	Olympic		AC		Egypt
Jimmi Madsen	Male	1969	1988 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Denmark	8		Denmark
Jimmi Madsen	Male	1969	1992 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Denmark	3	Bronze	Denmark
Jimmi Madsen	Male	1969	1996 Summer Olympics	Cycling Track (Cycling)	Team Pursuit, 4,000 metres, Men	Olympic	Denmark	13		Denmark
Jimmi Madsen	Male	1969	2000 Summer Olympics	Cycling Track (Cycling)	Points Race, Men	Olympic		22		Denmark
Jimmi Madsen	Male	1969	2000 Summer Olympics	Cycling Track (Cycling)	Madison, Men	Olympic	Jakob Piil	12		Denmark
Jules Maenen	Male	1932	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Individual, Men	Olympic		AC		Netherlands
Jules Maenen	Male	1932	1952 Summer Olympics	Cycling Road (Cycling)	Road Race, Team, Men	Olympic	Netherlands	8		Netherlands
