Name	Sex	Birth	Games	Sport	Event	Status	Team	Pos	Medal	Nat
Hasely Crawford	Male	1950	1980 Summer Olympics	Athletics	100 metres, Men	Olympic		=5 h1 r2/4		Trinidad and Tobago
Hasely Crawford	Male	1950	1980 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Trinidad and Tobago	5 h1 r1/2		Trinidad and Tobago
Hasely Crawford	Male	1950	1984 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h1 r2/4		Trinidad and Tobago
Hasely Crawford	Male	1950	1984 Summer Olympics	Athletics	200 metres, Men	Olympic		DNS		Trinidad and Tobago
Alvin Daniel	Male	1968	1992 Summer Olympics	Athletics	400 metres, Men	Olympic		7 h2 r2/4		Trinidad and Tobago
Alvin Daniel	Male	1968	1992 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	7		Trinidad and Tobago
Neil de Silva	Male	1969	1992 Summer Olympics	Athletics	200 metres, Men	Olympic		AC h2 r3/4		Trinidad and Tobago
Neil de Silva	Male	1969	1992 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	7		Trinidad and Tobago
Neil de Silva	Male	1969	1996 Summer Olympics	Athletics	200 metres, Men	Olympic		8 h1 r3/4		Trinidad and Tobago
Neil de Silva	Male	1969	1996 Summer Olympics	Athletics	400 metres, Men	Olympic		8 h2 r3/4		Trinidad and Tobago
Neil de Silva	Male	1969	2000 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h2 r1/4		Trinidad and Tobago
Neil de Silva	Male	1969	2000 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	5 h4 r1/3		Trinidad and Tobago
Patrick Delice	Male	1967	1988 Summer Olympics	Athletics	400 metres, Men	Olympic		7 h4 r2/4		Trinidad and Tobago
Patrick Delice	Male	1967	1992 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h4 r1/4		Trinidad and Tobago
Patrick Delice	Male	1967	1992 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	7		Trinidad and Tobago
Raymond Fabien	Male	1945	1968 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Trinidad and Tobago	6 h1 r2/3		Trinidad and Tobago
Joe Goddard	Male	1933	1956 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h10 r1/4		Trinidad and Tobago
Joe Goddard	Male	1933	1956 Summer Olympics	Athletics	200 metres, Men	Olympic		5 h10 r1/4		Trinidad and Tobago
Joe Goddard	Male	1933	1956 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		Trinidad and Tobago
Robert Guy	Male	1964	1996 Summer Olympics	Athletics	400 metres, Men	Olympic		6 h7 r1/4		Trinidad and Tobago
Ronnie Holassie	Male	1971	1996 Summer Olympics	Athletics	Marathon, Men	Olympic		75		Trinidad and Tobago
Ronnie Holassie	Male	1971	2000 Summer Olympics	Athletics	Marathon, Men	Olympic		32		Trinidad and Tobago
Anthony Husbands	Male	1956	1976 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Trinidad and Tobago	6 h1 r2/3		Trinidad and Tobago
Wilton Jackson	Male	1935	1964 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h3 r1/4		Trinidad and Tobago
Trevor James	Male	1949	1972 Summer Olympics	Athletics	200 metres, Men	Olympic		6 h5 r2/4		Trinidad and Tobago
Trevor James	Male	1949	1972 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	2 h2 r1/2		Trinidad and Tobago
Charles Joseph	Male	1952	1972 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h1 r2/4		Trinidad and Tobago
Charles Joseph	Male	1952	1972 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	8		Trinidad and Tobago
Charles Joseph	Male	1952	1976 Summer Olympics	Athletics	400 metres, Men	Olympic		8 h2 r2/4		Trinidad and Tobago
Charles Joseph	Male	1952	1976 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Trinidad and Tobago	6 h1 r2/3		Trinidad and Tobago
Charles Joseph	Male	1952	1976 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Charles Joseph	Male	1952	1980 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Georgie Lewis	Male	1917	1948 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h2 r2/4		Trinidad and Tobago
Georgie Lewis	Male	1917	1948 Summer Olympics	Athletics	200 metres, Men	Olympic		3 h8 r1/4		Trinidad and Tobago
Pat Marshall	Male	1946	1972 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	8		Trinidad and Tobago
Rafer Mohammed	Male	1955	1980 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Ron Monsegue	Male	1942	1968 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h6 r1/4		Trinidad and Tobago
Ian Morris	Male	1961	1988 Summer Olympics	Athletics	400 metres, Men	Olympic		7		Trinidad and Tobago
Ian Morris	Male	1961	1992 Summer Olympics	Athletics	400 metres, Men	Olympic		4		Trinidad and Tobago
Ian Morris	Male	1961	1992 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	7		Trinidad and Tobago
Wendell Mottley	Male	1941	1964 Summer Olympics	Athletics	400 metres, Men	Olympic		2	Silver	Trinidad and Tobago
Wendell Mottley	Male	1941	1964 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	3	Bronze	Trinidad and Tobago
Edwin Noel	Male	1950	1980 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Trinidad and Tobago	5 h1 r1/2		Trinidad and Tobago
Mike Paul	Male	1957	1984 Summer Olympics	Athletics	400 metres, Men	Olympic		6 h1 r3/4		Trinidad and Tobago
Mike Paul	Male	1957	1984 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	AC h2 r2/3		Trinidad and Tobago
Mike Puckerin	Male	1958	1984 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	AC h2 r2/3		Trinidad and Tobago
Manny Ramjohn	Male	1916	1948 Summer Olympics	Athletics	5,000 metres, Men	Olympic		10 h1 r1/2		Trinidad and Tobago
Manny Ramjohn	Male	1916	1948 Summer Olympics	Athletics	10,000 metres, Men	Olympic		AC		Trinidad and Tobago
Rudy Reid	Male	1952	1972 Summer Olympics	Athletics	100 metres, Men	Olympic		4 h1 r1/4		Trinidad and Tobago
Edwin Roberts	Male	1941	1964 Summer Olympics	Athletics	200 metres, Men	Olympic		3	Bronze	Trinidad and Tobago
Edwin Roberts	Male	1941	1964 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	3	Bronze	Trinidad and Tobago
Edwin Roberts	Male	1941	1968 Summer Olympics	Athletics	200 metres, Men	Olympic		4		Trinidad and Tobago
Edwin Roberts	Male	1941	1968 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Trinidad and Tobago	6 h1 r2/3		Trinidad and Tobago
Edwin Roberts	Male	1941	1968 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Edwin Roberts	Male	1941	1972 Summer Olympics	Athletics	200 metres, Men	Olympic		5 h3 r2/4		Trinidad and Tobago
Edwin Roberts	Male	1941	1972 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	8		Trinidad and Tobago
Winston Short	Male	1945	1968 Summer Olympics	Athletics	200 metres, Men	Olympic		7 h2 r2/4		Trinidad and Tobago
Winston Short	Male	1945	1968 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Trinidad and Tobago	6 h1 r2/3		Trinidad and Tobago
George Simon	Male	1943	1968 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h8 r1/4		Trinidad and Tobago
George Simon	Male	1943	1968 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Edwin Skinner	Male	1940	1964 Summer Olympics	Athletics	400 metres, Men	Olympic		8		Trinidad and Tobago
Edwin Skinner	Male	1940	1964 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	3	Bronze	Trinidad and Tobago
Mike Solomon	Male	1954	1976 Summer Olympics	Athletics	400 metres, Men	Olympic		7 h2 r3/4		Trinidad and Tobago
Mike Solomon	Male	1954	1976 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Mike Solomon	Male	1954	1980 Summer Olympics	Athletics	400 metres, Men	Olympic		6		Trinidad and Tobago
Mike Solomon	Male	1954	1980 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Ali St. Louis	Male	1959	1984 Summer Olympics	Athletics	400 metres, Men	Olympic		AC h8 r1/4		Trinidad and Tobago
Lennox Stewart	Male	1949	1972 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h4 r1/3		Trinidad and Tobago
George Swanston	Male	1950	1976 Summer Olympics	Athletics	Long Jump, Men	Olympic		25 r1/2		Trinidad and Tobago
Kirt Thompson	Male	1967	1996 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		33 r1/2		Trinidad and Tobago
Horace Tuitt	Male	1954	1976 Summer Olympics	Athletics	800 metres, Men	Olympic		AC h1 r2/3		Trinidad and Tobago
Horace Tuitt	Male	1954	1976 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Trinidad and Tobago	6		Trinidad and Tobago
Wilfred Tull	Male	1917	1948 Summer Olympics	Athletics	800 metres, Men	Olympic		6 h4 r1/3		Trinidad and Tobago
Wilfred Tull	Male	1917	1948 Summer Olympics	Athletics	1,500 metres, Men	Olympic		AC h2 r1/2		Trinidad and Tobago
Edmund Turton	Male	1932	1956 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h2 r2/4		Trinidad and Tobago
Edmund Turton	Male	1932	1956 Summer Olympics	Athletics	200 metres, Men	Olympic		DNS		Trinidad and Tobago
Edmund Turton	Male	1932	1956 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		Trinidad and Tobago
Monia Kari	Female	1971	1996 Summer Olympics	Athletics	Discus Throw, Women	Olympic		28 r1/2		Tunisia
Monia Kari	Female	1971	2000 Summer Olympics	Athletics	Discus Throw, Women	Olympic		23 r1/2		Tunisia
Mohamed Alouini	Male	1957	1984 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h4 r2/4		Tunisia
Mohamed Alouini	Male	1957	1984 Summer Olympics	Athletics	1,500 metres, Men	Olympic		6 h2 r1/3		Tunisia
Labidi Ayachi	Male	1938	1964 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		9 h2 r1/2		Tunisia
Labidi Ayachi	Male	1938	1968 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		6 h2 r1/2		Tunisia
Féthi Baccouche	Male	1960	1984 Summer Olympics	Athletics	5,000 metres, Men	Olympic		AC h2 r1/3		Tunisia
Féthi Baccouche	Male	1960	1984 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		12		Tunisia
Féthi Baccouche	Male	1960	1988 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		10 h2 r2/3		Tunisia
Khalifa Bahrouni	Male	1936	1960 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		27		Tunisia
Khalifa Bahrouni	Male	1936	1960 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		DNS		Tunisia
Hedhili Ben Boubaker	Male	1938	1964 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		Tunisia
Mohamed Ben Lazhar	Male	1929	1960 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		AC		Tunisia
Mohamed Ben Lazhar	Male	1929	1960 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		26		Tunisia
Naceur Ben Messaoud	Male	1938	1964 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		DNS		Tunisia
Naceur Ben Messaoud	Male	1938	1964 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		AC		Tunisia
Mohieddine Beni Daoud	Male	1976	1996 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		36		Tunisia
Hassan Bergaoui	Male	1949	1972 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		7 h3 r1/3		Tunisia
Sylvain Bitan	Male	1941	1960 Summer Olympics	Athletics	High Jump, Men	Olympic		AC r1/2		Tunisia
Abdeslem Dargouth	Male	1935	1960 Summer Olympics	Athletics	800 metres, Men	Olympic		6 h6 r1/4		Tunisia
Hedi Dhaoui	Male	1935	1960 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		Tunisia
Chedli El-Marghni	Male	1939	1964 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		24		Tunisia
Chedli El-Marghni	Male	1939	1964 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		30		Tunisia
Mouldi Essalhi	Male	1932	1960 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		Tunisia
Mohamad Gammoudi	Male	1938	1964 Summer Olympics	Athletics	5,000 metres, Men	Olympic		1 h3 r1/2		Tunisia
Mohamad Gammoudi	Male	1938	1964 Summer Olympics	Athletics	10,000 metres, Men	Olympic		2	Silver	Tunisia
Mohamad Gammoudi	Male	1938	1964 Summer Olympics	Athletics	Marathon, Men	Olympic		DNS		Tunisia
Mohamad Gammoudi	Male	1938	1968 Summer Olympics	Athletics	5,000 metres, Men	Olympic		1	Gold	Tunisia
Mohamad Gammoudi	Male	1938	1968 Summer Olympics	Athletics	10,000 metres, Men	Olympic		3	Bronze	Tunisia
Mohamad Gammoudi	Male	1938	1968 Summer Olympics	Athletics	Marathon, Men	Olympic		DNS		Tunisia
Mohamad Gammoudi	Male	1938	1972 Summer Olympics	Athletics	5,000 metres, Men	Olympic		2	Silver	Tunisia
Mohamad Gammoudi	Male	1938	1972 Summer Olympics	Athletics	10,000 metres, Men	Olympic		AC r2/2		Tunisia
Mohamad Gammoudi	Male	1938	1976 Summer Olympics	Athletics	10,000 metres, Men	Olympic		DNS		Tunisia
Hatem Ghoula	Male	1973	1996 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		32		Tunisia
Hatem Ghoula	Male	1973	2000 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		36		Tunisia
Hatem Ghoula	Male	1973	2004 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		11		Tunisia
Hatem Ghoula	Male	1973	2008 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		27		Tunisia
Hatem Ghoula	Male	1973	2008 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		33		Tunisia
Mohamed Gouider	Male	1940	1960 Summer Olympics	Athletics	1,500 metres, Men	Olympic		12 h1 r1/2		Tunisia
Mansour Guettaya	Male	1949	1972 Summer Olympics	Athletics	800 metres, Men	Olympic		7 h2 r2/3		Tunisia
Mansour Guettaya	Male	1949	1972 Summer Olympics	Athletics	1,500 metres, Men	Olympic		5 h7 r1/3		Tunisia
Ali Hakimi	Male	1976	1996 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8		Tunisia
Mohamed Hadheb Hannachi	Male	1938	1964 Summer Olympics	Athletics	10,000 metres, Men	Olympic		AC		Tunisia
Mohamed Hadheb Hannachi	Male	1938	1964 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		Tunisia
Mahmoud El-Kalboussi	Male	1965	1988 Summer Olympics	Athletics	1,500 metres, Men	Olympic		7 h4 r1/3		Tunisia
Mahmoud El-Kalboussi	Male	1965	1992 Summer Olympics	Athletics	5,000 metres, Men	Olympic		8 h1 r1/2		Tunisia
Brahim Karabi	Male	1933	1960 Summer Olympics	Athletics	400 metres, Men	Olympic		7 h4 r1/4		Tunisia
Tahar Mansouri	Male	1965	1996 Summer Olympics	Athletics	Marathon, Men	Olympic		26		Tunisia
Tahar Mansouri	Male	1965	2000 Summer Olympics	Athletics	Marathon, Men	Olympic		38		Tunisia
Karim Sassi	Male	1968	1996 Summer Olympics	Athletics	Triple Jump, Men	Olympic		43 r1/2		Tunisia
Mongi Soussi Zarrouki	Male	1936	1960 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		6 h3 r1/3		Tunisia
Abdel Kader Zaddem	Male	1944	1972 Summer Olympics	Athletics	10,000 metres, Men	Olympic		8		Tunisia
Abdel Kader Zaddem	Male	1944	1976 Summer Olympics	Athletics	10,000 metres, Men	Olympic		DNS		Tunisia
Ahmed Zammel	Male	1944	1968 Summer Olympics	Athletics	5,000 metres, Men	Olympic		6 h2 r1/2		Tunisia
Naoui Zlassi	Male	1929	1960 Summer Olympics	Athletics	20 kilometres Walk, Men	Olympic		28		Tunisia
Naoui Zlassi	Male	1929	1960 Summer Olympics	Athletics	50 kilometres Walk, Men	Olympic		AC		Tunisia
Semra Aksu	Female	1962	1984 Summer Olympics	Athletics	100 metres, Women	Olympic		6 h1 r1/4		Turkey
Semra Aksu	Female	1962	1984 Summer Olympics	Athletics	200 metres, Women	Olympic		5 h4 r2/4		Turkey
Semra Aksu	Female	1962	1984 Summer Olympics	Athletics	100 metres Hurdles, Women	Olympic		5 h3 r1/3		Turkey
Semra Aksu	Female	1962	1988 Summer Olympics	Athletics	400 metres Hurdles, Women	Olympic		6 h5 r1/3		Turkey
Serap Aktaş	Female	1971	1996 Summer Olympics	Athletics	Marathon, Women	Olympic		23		Turkey
Serap Aktaş	Female	1971	2000 Summer Olympics	Athletics	Marathon, Women	Olympic		37		Turkey
Canel Konvur	Female	1939	1960 Summer Olympics	Athletics	High Jump, Women	Olympic		23 r1/2		Turkey
Aysel Taş	Female	1964	1996 Summer Olympics	Athletics	Javelin Throw, Women	Olympic		18 r1/2		Turkey
Üner Teoman	Female	1932	1948 Summer Olympics	Athletics	100 metres, Women	Olympic		4 h7 r1/3		Turkey
Üner Teoman	Female	1932	1948 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		DNS		Turkey
Aycan Önel	Female	1933	1960 Summer Olympics	Athletics	100 metres, Women	Olympic		5 h7 r1/4		Turkey
Aycan Önel	Female	1933	1960 Summer Olympics	Athletics	Long Jump, Women	Olympic		29 r1/2		Turkey
Doğan Acarbay	Male	1927	1948 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h9 r1/4		Turkey
Doğan Acarbay	Male	1927	1948 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Turkey	5 h2 r1/2		Turkey
Doğan Acarbay	Male	1927	1952 Summer Olympics	Athletics	400 metres, Men	Olympic		5 h4 r1/4		Turkey
Doğan Acarbay	Male	1927	1952 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		5 h7 r1/4		Turkey
İsmail Akçay	Male	1942	1968 Summer Olympics	Athletics	Marathon, Men	Olympic		4		Turkey
İsmail Akçay	Male	1942	1972 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		Turkey
Avni Akgün	Male	1932	1952 Summer Olympics	Athletics	Long Jump, Men	Olympic		AC r1/2		Turkey
Kemal Aksur	Male	1923	1948 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h12 r1/4		Turkey
Kemal Aksur	Male	1923	1948 Summer Olympics	Athletics	200 metres, Men	Olympic		4 h7 r1/4		Turkey
Kemal Aksur	Male	1923	1948 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Turkey	AC h1 r1/2		Turkey
Hüseyin Aktaş	Male	1941	1968 Summer Olympics	Athletics	Marathon, Men	Olympic		25		Turkey
Hüseyin Aktaş	Male	1941	1972 Summer Olympics	Athletics	Marathon, Men	Olympic		DNS		Turkey
Hüseyin Aktaş	Male	1941	1976 Summer Olympics	Athletics	Marathon, Men	Olympic		37		Turkey
Orhan Altan	Male	1934	1960 Summer Olympics	Athletics	Pole Vault, Men	Olympic		AC r1/2		Turkey
Akın Altıok	Male	1932	1952 Summer Olympics	Athletics	Triple Jump, Men	Olympic		32 r1/2		Turkey
Ahmet Altun	Male	1958	1984 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		Turkey
Ahmet Altun	Male	1958	1988 Summer Olympics	Athletics	Marathon, Men	Olympic		71		Turkey
Haydar Aşan	Male	1906	1928 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Turkey	4 h3 r1/2		Turkey
Haydar Aşan	Male	1906	1928 Summer Olympics	Athletics	High Jump, Men	Olympic		=28 r1/2		Turkey
Necdet Ayaz	Male	1958	1984 Summer Olympics	Athletics	5,000 metres, Men	Olympic		11 h2 r1/3		Turkey
Necdet Ayaz	Male	1958	1984 Summer Olympics	Athletics	10,000 metres, Men	Olympic		AC h3 r1/2		Turkey
Mehmet Ali Aybar	Male	1908	1928 Summer Olympics	Athletics	100 metres, Men	Olympic		5 h5 r1/4		Turkey
Mehmet Ali Aybar	Male	1908	1928 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Turkey	4 h3 r1/2		Turkey
Ahmet Aytar	Male	1922	1952 Summer Olympics	Athletics	Marathon, Men	Olympic		AC		Turkey
Veli Balli	Male	1949	1976 Summer Olympics	Athletics	Marathon, Men	Olympic		38		Turkey
Erdal Barkay	Male	1928	1948 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		5 h1 r1/3		Turkey
Erdal Barkay	Male	1928	1948 Summer Olympics	Athletics	4 × 100 metres Relay, Men	Olympic	Turkey	AC h1 r1/2		Turkey
Erdal Barkay	Male	1928	1952 Summer Olympics	Athletics	110 metres Hurdles, Men	Olympic		4 h1 r1/3		Turkey
Nurullah Candan	Male	1948	1968 Summer Olympics	Athletics	High Jump, Men	Olympic		38 r1/2		Turkey
Gül Çiray	Female	1939	1960 Summer Olympics	Athletics	800 metres, Women	Olympic		6 h4 r1/2		Turkey
Osman Coşgül	Male	1928	1952 Summer Olympics	Athletics	5,000 metres, Men	Olympic		8 h2 r1/2		Turkey
Osman Coşgül	Male	1928	1952 Summer Olympics	Athletics	10,000 metres, Men	Olympic		15		Turkey
Osman Coşgül	Male	1928	1952 Summer Olympics	Athletics	3,000 metres Steeplechase, Men	Olympic		DNS		Turkey
Muharrem Dalkılıç	Male	1938	1960 Summer Olympics	Athletics	1,500 metres, Men	Olympic		10 h2 r1/2		Turkey
Muharrem Dalkılıç	Male	1938	1960 Summer Olympics	Athletics	5,000 metres, Men	Olympic		10 h4 r1/2		Turkey
Muharrem Dalkılıç	Male	1938	1964 Summer Olympics	Athletics	1,500 metres, Men	Olympic		DNS		Turkey
Muharrem Dalkılıç	Male	1938	1964 Summer Olympics	Athletics	5,000 metres, Men	Olympic		7 h1 r1/2		Turkey
Muharrem Dalkılıç	Male	1938	1964 Summer Olympics	Athletics	10,000 metres, Men	Olympic		AC		Turkey
Seydi Dinçtürk	Male	1922	1948 Summer Olympics	Athletics	800 metres, Men	Olympic		7 h4 r1/3		Turkey
Seydi Dinçtürk	Male	1922	1948 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Turkey	5 h2 r1/2		Turkey
Emin Doybak	Male	1930	1952 Summer Olympics	Athletics	400 metres, Men	Olympic		6 h6 r1/4		Turkey
Emin Doybak	Male	1930	1952 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		6 h3 r1/4		Turkey
Şekip Engineri	Male	1902	1924 Summer Olympics	Athletics	100 metres, Men	Olympic		6 h14 r1/4		Turkey
Turhan Göker	Male	1930	1952 Summer Olympics	Athletics	800 metres, Men	Olympic		5 h2 r1/3		Turkey
Turhan Göker	Male	1930	1952 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h2 r1/3		Turkey
Rauf Hasağası	Male	1903	1924 Summer Olympics	Athletics	100 metres, Men	Olympic		6 h4 r1/4		Turkey
Kemal Horulu	Male	1926	1948 Summer Olympics	Athletics	400 metres, Men	Olympic		4 h10 r1/4		Turkey
Kemal Horulu	Male	1926	1948 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		3 h3 r1/3		Turkey
Kemal Horulu	Male	1926	1948 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Turkey	5 h2 r1/2		Turkey
Kemal Horulu	Male	1926	1952 Summer Olympics	Athletics	400 metres Hurdles, Men	Olympic		4 h6 r1/4		Turkey
Rıza Maksut İşman	Male	1914	1948 Summer Olympics	Athletics	800 metres, Men	Olympic		6 h5 r1/3		Turkey
Rıza Maksut İşman	Male	1914	1948 Summer Olympics	Athletics	1,500 metres, Men	Olympic		7 h3 r1/2		Turkey
Rıza Maksut İşman	Male	1914	1948 Summer Olympics	Athletics	4 × 400 metres Relay, Men	Olympic	Turkey	5 h2 r1/2		Turkey
Alper Kasapoğlu	Male	1966	1992 Summer Olympics	Athletics	Decathlon, Men	Olympic		23		Turkey
Alper Kasapoğlu	Male	1966	1996 Summer Olympics	Athletics	Decathlon, Men	Olympic		29		Turkey
Ekrem Koçak	Male	1931	1952 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		Turkey
Ekrem Koçak	Male	1931	1952 Summer Olympics	Athletics	800 metres, Men	Olympic		4 h7 r1/3		Turkey
Ekrem Koçak	Male	1931	1952 Summer Olympics	Athletics	1,500 metres, Men	Olympic		8 h6 r1/3		Turkey
Ekrem Koçak	Male	1931	1960 Summer Olympics	Athletics	800 metres, Men	Olympic		7 h4 r2/4		Turkey
Şevki Koru	Male	1913	1948 Summer Olympics	Athletics	Marathon, Men	Olympic		20		Turkey
Ömer Besim Koşalay	Male	1898	1924 Summer Olympics	Athletics	800 metres, Men	Olympic		6 h7 r1/3		Turkey
Ömer Besim Koşalay	Male	1898	1924 Summer Olympics	Athletics	1,500 metres, Men	Olympic		7 h6 r1/2		Turkey
Ömer Besim Koşalay	Male	1898	1928 Summer Olympics	Athletics	400 metres, Men	Olympic		DNS		Turkey
Ömer Besim Koşalay	Male	1898	1928 Summer Olympics	Athletics	800 metres, Men	Olympic		4 h6 r1/3		Turkey
Ömer Besim Koşalay	Male	1898	1928 Summer Olympics	Athletics	1,500 metres, Men	Olympic		DNS		Turkey
Mkrtich Mkryan	Male	1882	1912 Summer Olympics	Athletics	200 metres, Men	Olympic		DNS		Ottoman Empire
Mkrtich Mkryan	Male	1882	1912 Summer Olympics	Athletics	Shot Put, Men	Olympic		19		Ottoman Empire
Mkrtich Mkryan	Male	1882	1912 Summer Olympics	Athletics	Shot Put, Both Hands, Men	Olympic		7		Ottoman Empire
Mkrtich Mkryan	Male	1882	1912 Summer Olympics	Athletics	Discus Throw, Men	Olympic		34		Ottoman Empire
Mkrtich Mkryan	Male	1882	1912 Summer Olympics	Athletics	Javelin Throw, Men	Olympic		DNS		Ottoman Empire
Mkrtich Mkryan	Male	1882	1912 Summer Olympics	Athletics	Pentathlon, Men	Olympic		23		Ottoman Empire
Mkrtich Mkryan	Male	1882	1912 Summer Olympics	Athletics	Decathlon, Men	Olympic		AC		Ottoman Empire
Aydin Onur	Male	1934	1960 Summer Olympics	Athletics	100 metres, Men	Olympic		6 h6 r1/4		Turkey
Aydin Onur	Male	1934	1960 Summer Olympics	Athletics	200 metres, Men	Olympic		6 h11 r1/4		Turkey
Yıldıray Pağda	Male	1939	1960 Summer Olympics	Athletics	Triple Jump, Men	Olympic		38 r1/2		Turkey
Fevzi Pakel	Male	1936	1960 Summer Olympics	Athletics	10,000 metres, Men	Olympic		29		Turkey
